sense,author,work,form,corpus,source_id,note,context
shellfish,LL:isidore__12,,musculi,LL,isidore__12.shtml,,"quibus mollities interior carnis munitur; Graeci enim testam OSTRA vocant. Ostrea autem neutrum, carnes eius feminino dicunt. [53] Musculi sunt, ut praediximus (ß 6), cochleae a quorum lacte concipiunt ostreae; et dicti musculi quasi masculi. [54] Pelorides a Peloro promontorio Siciliae, ubi abundant, cognominatae sunt (Virg. Aen. 3,687): Ecce autem Boreas angusta ab sede Pelori. [55] Vngues a similitudine humanarum unguium dictae. [56] Testud"
shellfish,LL:plautus__rudens,,musculos,LL,plautus__rudens.shtml,,"que haec harundines sunt nobis quaestu et cultu. *** ex urbe ad mare huc prodimus pabulatum: 295 pro exercitu gymnastico et palaestrico hoc habemus; echinos, lopadas, ostreas, balanos captamus, conchas, marinam urticam, musculos, plagusias striatas; post id piscatum hamatilem et saxatilem aggredimur. cibum captamus e mari: si eventus non evenit 300 neque quicquam captumst piscium, salsi lautique pure domum redimus clanculum, dormimus incenati."
shellfish,"Plautus, Titus Maccius",Rudens,musculos,PERSEUS,phi0119/phi017/phi0119.phi017.perseus-lat2.xml,,"que haec harundines sunt nobis quaestu et cultu. ex urbe ad mare huc prodimus pabulatum: pro exercitu gymnastico et palaestrico hoc habemus; echinos, lopadas, ostreas, balanos captamus, conchas, marinam urticam, musculos, plagusias striatas; post id piscatum hamatilem et saxatilem aggredimur. cibum captamus e mari: si eventus non evenit neque quicquam captumst piscium, salsi lautique pure domum redimus clanculum, dormimus incena"
whale-fish,LL:isidore__12,,musculus,LL,isidore__12.shtml,Isid. Etym. 12.6.6: musculus as the whale's male.,"auratae, quia in capite auri colorem habent; et varii a varietate, quos vulgo tructas vocant. A figura: ut orbis, quia rotundus est totusque in capite constat; ut solea, quod sit instar calciamentorum soleis. A sexu: ut musculus, quod sit ballenae masculus; eius enim coitu concipere haec bellua perhibetur. Hinc et musculi coclearum, quorum lacte concipiunt ostreae. [7] Ballenae autem sunt inmensae magnitudinis bestiae, ab emittendo et fundendo"
whale-fish,LL:isidore__12,,musculi,LL,isidore__12.shtml,Isid. Etym. 12.6.6: musculus as the whale's male.,"figura: ut orbis, quia rotundus est totusque in capite constat; ut solea, quod sit instar calciamentorum soleis. A sexu: ut musculus, quod sit ballenae masculus; eius enim coitu concipere haec bellua perhibetur. Hinc et musculi coclearum, quorum lacte concipiunt ostreae. [7] Ballenae autem sunt inmensae magnitudinis bestiae, ab emittendo et fundendo aquas vocatae; ceteris enim bestiis maris altius iaciunt undas; BALLEIN enim Graece emittere di"
whale-fish,LL:sidonius5,,musculis,LL,sidonius5.html,,"s cogit eruderare, si quid forte deiectu caducae frondis agger insorduit. certe si quid voraginosum est, ipse humo advecta scrobibus oppletis trepidus exaequat, utpote beluam suam de valle Tarnis ducaliter antecessurus, musculis similis inter saxosa vel brevia ballaenarum corpulentiam praegubernantibus. 2. at ille sic ira celer, quod piger mole, seu draco e specu vix evolutus iam metu exanguibus Gabalitanis e proximo infertur; quos singulos spa"
whale-fish,"Pliny, the Elder",Naturalis Historia,musculus,PERSEUS,phi0978/phi001/phi0978.phi001.perseus-lat2.xml,,"dere caudam mugili lupum eosdemque statis mensibus concordes esse; omnes autem vivere, quibus caudae sic amputentur . at e contrario amicitiae exempla sunt, praeter illa quorum diximus societatem , ballaena et musculus, quando praegravi superciliorum pondere obrutis eius oculis infestantia magnitudinem vada praenatans demonstrat oculorumque vice fungitur. Hinc volucrum naturae dicentur. C. PLINI SECVNDI NATVRALIS HIS"
whale-fish,"Pliny, the Elder",Naturalis Historia,musculus,PERSEUS,phi0978/phi001/phi0978.phi001.perseus-lat2.xml,,"tem echinis quinos esse unde intellegi potuerit miror. dentium vice aculeus - insectis. simiae dentes ut homini. elephanto intus ad mandendum IIII , praeterque eos prominent masculis reflexi, feminis recti atque proni. musculus marinus, qui ballaenam antecedit, nullos habet , sed pro i is saetis intus os hirtum et linguam etiam ac palatum . terrestrium minutis quadripedibus primores bini utrimque longissimi. Ceteris cum ips"
whale-fish,"Pliny, the Elder",Naturalis Historia,musculi,PERSEUS,phi0978/phi001/phi0978.phi001.perseus-lat2.xml,Plin. NH 9.8: catalogue of sea-beasts (beluae).,", notioraque , quod miremur, quae profundo natura mersit. Ut a beluis ordiamur, arbores, physeteres, ballaenae, pistrices , Tritones , Nereides, elephanti, homines qui marini vocantur, rotae, orcae, arietes, musculi et alii piscium forma arietes , delphini celebresque Homero vituli, luxuriae vero testudines et medicis fibri—quorum generis lutras nusquam mari accepimus mergi, tantum marina dicentes—, iam caniculae, drinone"
whale-fish,Sidonius Apollinaris,Epistulae,musculis,PERSEUS,stoa0261/stoa0002/stoa0261.stoa0002.perseus-lat1.xml,,"s cogit cruderare, si quid forte deiectu caducae frondis agger insorduit. certe si quid voraginosum est, ipse humo advecta scrobibus oppletis trepidus exaequat, utpote beluam suam de valle Tarnis ducaliter antecessurus, musculis similis inter saxosa vel brevia ballaenarum corpulentiam praeguber-nantibus. at ille sic ira celer, quod-piger mole, ceu draco e specu vix evolutus iam metu exdnguibus Gabalitanis e proximo infertur; quos singul"
